annotation,begin_datetime,end_datetime,exclusion_flag,id,instrument,method,node,parameter_ids,parameter_names,qc_flag,site,source,stream 
Power to the pH sensor showed an over-current error indicating a failure of either the instrument or cable to the instrument. No further data will be collected for the remainder of Deployment 18.,2024-04-09T05:35:00Z,2024-10-08T09:19:00Z,False,5521,06-PHSEND000,,MFD35,[],[],not_operational,CE07SHSM,wingardc@oregonstate.edu,
Port fault after cable outage is not clearing. PAR sensor marked offline.,2024-04-09T15:00:29Z,2024-08-08T10:15:00Z,False,5503,3C-PARADA102,,SF01B,[],[],not_operational,CE04OSPS,m.vardaro@gmail.com,
"UPDATED 2025-05-25: Internal batteries had drained and logging stopped. *Telemetry with the CTD (and connected oxygen optode) has failed for reasons unknown at this time. Note, the co-located pH sensor is now a Sea-Bird Scientific Deep SeapHOx V2, which includes an SBE37 CTD and an SBE63 optical dissolved oxygen sensor. Users are encouraged to consider using this data to cover any gaps in the CTDBP and DOSTA data starting with Deployment 21 (2024-10-14).",2024-04-09T23:35:00Z,2025-05-25T08:37:00Z,False,6301,03-DOSTAD000,,RID16,[],[],not_available,CE01ISSM,wingardc@oregonstate.edu,
"UPDATED 2025-05-25: Internal batteries had drained and logging stopped. *Telemetry with the CTD (and connected oxygen optode) has failed for reasons unknown at this time. Note, the co-located pH sensor is now a Sea-Bird Scientific Deep SeapHOx V2, which includes an SBE37 CTD and an SBE63 optical dissolved oxygen sensor. Users are encouraged to consider using this data to cover any gaps in the CTDBP and DOSTA data starting with Deployment 21 (2024-10-14).",2024-04-09T23:35:00Z,2025-05-25T08:37:00Z,False,6300,03-CTDBPC000,,RID16,[],[],not_available,CE01ISSM,wingardc@oregonstate.edu,
"Telemetered and recovered host data will no longer be collected for the Nortek Vector (VEL3D). The data logger system produces electronic noise that interferes with the operation of the instrument and, more importantly, the quality of the data. The instrument will be deployed to record internally only, with no external connection to the data logger. Recovered instrument data sets will be uploaded to the system after the moorings are recovered for refurbishment.",2024-04-10T16:13:00Z,,False,5897,01-VEL3DD000,,MFD35,[],[],,CE01ISSM,wingardc@oregonstate.edu,
The raw signal data indicates the reagent exhaust port may be fouled or clogged and the instrument cannot flush the reagent and DI water correctly resulting in smeared signals and false blank measurements.,2024-04-11T05:25:00Z,2024-08-25T05:25:00Z,False,5594,05-PCO2WB000,,MFD35,[],[],fail,CE01ISSM,wingardc@oregonstate.edu,
"UPDATED, 2024-04-17: Resolved communications issues by instituting a daily reboot schedule. *Communications with the midwater platform (7 m depth) failed. Engineering data suggests the system is still operating and recovered data should be available after the deployment. No further telemtered data is expected for the remainder of Deployment 17.",2024-04-11T18:00:00Z,2024-04-16T17:00:00Z,False,5518,,,RID26,[],[],,CE04OSSM,wingardc@oregonstate.edu,
"UPDATED, 2024-04-17: Resolved communications issues by instituting a daily reboot schedule. *Communications with the midwater platform (7 m depth) failed. Engineering data suggests the system is still operating and recovered data should be available after the deployment. No further telemtered data is expected for the remainder of Deployment 17.",2024-04-11T18:00:00Z,2024-04-16T17:00:00Z,False,5519,,,RID27,[],[],,CE04OSSM,wingardc@oregonstate.edu,
Deployment 1: * Updated 2024-04-15: METBK2 began reporting wind values again on 2024-04-13. * The METBK2 wind measurements are flatlined since a storm event on 2024-04-12.,2024-04-11T23:00:00Z,2024-04-12T23:00:00Z,False,5512,06-METBKA000,,SBD12,"[3072, 3073, 1059, 1060, 3068, 3069]","['met_relwind_direction', 'met_relwind_speed', 'eastward_wind_velocity', 'northward_wind_velocity', 'met_windavg_mag_corr_east', 'met_windavg_mag_corr_north']",suspect,CP10CNSM,cdobson@whoi.edu,metbk_a_dcl_instrument
"The raw signal data indicates the sensor may be fouled or clogged. Once the signal levels flatten or drop below a threshold, noise begins to dominate the calculation and the seawater pH cannot be accurately derived.",2024-04-12T09:35:00Z,2024-10-11T15:36:00Z,False,5516,06-PHSEND000,,MFD35,[],[],fail,CE01ISSM,wingardc@oregonstate.edu,
Deployment 1: ZPLSC ceased telemetering data 2024-04-13; root cause unknown.,2024-04-13T05:00:00Z,2025-04-05T10:49:00Z,False,5537,07-ZPLSCC000,telemetered,MFD37,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
Camera throws CAMERA_3 error when collecting images. Reboots required to eliminate errors.,2024-04-14T22:45:00Z,2024-04-16T13:06:00Z,False,5525,07-CAMDSC102,,PC01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
Deployment 1: Starting 2024-04-15T13:00:00 the Spectrophotometer absorbance channel in the 400 - 430 nm wavelengths are likely bad. The other wavelengths should be considered suspect and used with caution. ,2024-04-15T06:00:00Z,2024-08-04T05:00:00Z,False,5841,01-OPTAAD000,,RID27,[],[],suspect,CP11SOSM,areed@whoi.edu,
"Surface buoy broke free and is adrift. While still collecting and telemetering data, the surface buoy is now a drifter.",2024-04-18T06:30:00Z,2024-04-27T13:00:00Z,False,5598,,,SBS01,[],[],suspect,CE09OSPM,wingardc@oregonstate.edu,
"UPDATED, 2024-10-06: MMP continued to profile for the duration of the deployment. Recovered data has been ingested into the system. *Surface buoy broke free, no longer able to communicate with the MMP. No further telemetered data will be available for the remainder of Deployment 20.",2024-04-18T06:30:00Z,2024-10-09T07:59:00Z,False,5600,,,WFP01,[],[],,CE09OSPM,wingardc@oregonstate.edu,
Camera throws CAMERA_3 error when collecting images. Reboots required to eliminate errors.,2024-04-21T17:45:00Z,2024-04-25T14:30:00Z,False,5538,07-CAMDSC102,,PC01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
HITL review and automated quality assessments determined that the oxygen data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2024-04-22T16:00:55Z,2024-04-23T02:28:51Z,False,5571,2A-DOFSTA102,streamed,SF01A,[],[],fail,RS01SBPS,m.vardaro@gmail.com,
HITL review and automated quality assessments determined that the oxygen data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2024-04-22T16:00:55Z,2024-04-23T02:28:51Z,False,5570,2A-CTDPFA102,streamed,SF01A,[8111],['corrected_dissolved_oxygen'],fail,RS01SBPS,m.vardaro@gmail.com,ctdpf_sbe43_sample
Deployment 5: All remaining science sensors were disabled 2024-04-23 to conserve battery power. No science data expected after this date.,2024-04-22T19:30:00Z,2024-06-12T17:00:00Z,False,5528,,,PG515,[],[],not_operational,GP05MOAS,cdobson@whoi.edu,
Deployment 1: * UPDATED 2024-12-10: Telemetered data available again beginning 2024-12-04 * ZPLSC ceased telemetering data 2024-04-25; root cause unknown.,2024-04-24T17:00:00Z,2024-12-04T10:00:00Z,False,5575,07-ZPLSCC000,telemetered,MFD37,[],[],not_available,CP10CNSM,cdobson@whoi.edu,
Deployment 1: * UPDATED 2025-10-03: The instrument was relaunched on 2024-12-04 and it began to telemeter data again. * ADCP ceased telemetering data 2024-04-25; root cause unknown.,2024-04-25T05:00:00Z,2024-12-04T04:10:00Z,False,5587,02-ADCPTF000,,MFD37,[],[],not_available,CP11SOSM,cdobson@whoi.edu,
Deployment 1: ADCP ceased telemetering data 2024-04-25; root cause unknown.,2024-04-25T05:00:00Z,2025-04-05T10:49:00Z,False,5578,02-ADCPTF000,telemetered,MFD37,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
Deployment 1: ZPLSC ceased telemetering data 2024-04-25; root cause unknown.,2024-04-25T05:00:00Z,2025-04-03T05:10:00Z,False,5586,07-ZPLSCC000,,MFD37,[],[],not_available,CP11SOSM,cdobson@whoi.edu,
"The profiler mooring surface washed up on the beach south of Astoria, Oregon and was powered off and recovered. No further data will be collected for the remainder of Deployment 20.",2024-04-27T13:00:00Z,2024-10-09T07:59:00Z,False,5599,,,SBS01,[],[],not_operational,CE09OSPM,wingardc@oregonstate.edu,
"UPDATED, 2024-06-03: Still seeing the occasional bad point, but the clog does appear to have cleared and the instrument is reporting reasonable data at this time. *The raw signal data indicates the sensor may be fouled or clogged. Once the signal levels flatten or drop below a threshold, noise begins to dominate the calculation and the seawater pH cannot be accurately derived.",2024-04-28T05:25:00Z,2024-05-16T01:25:00Z,False,5593,06-PHSEND000,,RID16,[],[],fail,CE01ISSM,wingardc@oregonstate.edu,
"Instrument internal temperature record (used in calculations of the acoustic backscatter strength) is intermittiently bad, dropping sometimes as much as 8 degC below the co-located CTD to near 0 degC (impossible for this location).",2024-04-30T21:40:00Z,2024-10-07T10:45:00Z,False,5650,07-ZPLSCC000,,MFD37,[],[],suspect,CE06ISSM,wingardc@oregonstate.edu,
Deployment 10: The instrument was found to be severely biofouled upon recovery. Data appears to be impacted beginning around 2024-05-04.,2024-05-03T17:00:00Z,2024-06-05T18:58:00Z,False,5739,05-FLORTD000,,RIS01,[],[],suspect,GP03FLMB,cdobson@whoi.edu,
"Deployment 1:  DCL37 power was temporarily disabled multiple times throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-05 to 2024-05-13, and 2024-05-29 to present.",2024-05-04T22:00:00Z,2025-04-05T10:49:00Z,False,5582,,,MFD37,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
"Deployment 1:  DCL36 power was temporarily disabled multiple times throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-05 to 2024-05-13, and 2024-05-29 to present.",2024-05-04T22:00:00Z,2025-04-05T10:49:00Z,False,5581,,,MFD36,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",2024-05-06T00:44:40Z,2024-05-08T12:39:57Z,False,5569,4A-CTDPFA109,,PC01B,[],[],suspect,CE04OSPS,m.vardaro@gmail.com,
Deployment 1: DCL12 power was temporarily disabled multiple times throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-06 to 2024-05-12 2024-06-02 to 2024-06-07 and 2024-08-06 to 2024-08-22.,2024-05-06T06:00:00Z,2024-08-21T17:00:00Z,False,5585,,,SBD12,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
Deployment 1:  DCL26 power was temporarily disabled multiple times throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-06 to 2024-05-12 2024-06-02 to 2024-06-07 2024-07-03 to 2024-07-15 and 2024-08-05 to 2024-08-22.,2024-05-06T06:00:00Z,2024-08-21T17:00:00Z,False,5583,,,RID26,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
Deployment 1: * UPDATED 2024-08-15: The CTDBP began telemetering data again on 2024-06-07. * The CTDBP on DCL27 did not come back online when DCL27 power was re-enabled on 2024-05-12 and is no longer telemetering data. Root cause unknown.,2024-05-06T06:00:00Z,2024-06-07T05:00:00Z,False,5641,03-CTDBPC000,telemetered,RID27,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
Deployment 1: DCL27 power was temporarily disabled multiple times throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-06 to 2024-05-12 2024-06-02 to 2024-06-07 2024-07-03 to 2024-07-15 and 2024-08-05 to 2024-08-22. ,2024-05-06T06:00:00Z,2024-08-21T17:00:00Z,False,5584,,,RID27,[],[],not_available,CP11NOSM,cdobson@whoi.edu,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-06T22:29:22Z,False,5562,,,,[],[],not_operational,RS03CCAL,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:53:36Z,False,5567,,,,[],[],not_operational,RS01SUM2,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:55:32Z,False,5557,,,,[],[],not_operational,CE04OSBP,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-06T22:28:50Z,False,5560,,,,[],[],not_operational,RS03INT2,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-06T22:26:18Z,False,5563,,,,[],[],not_operational,RS03ASHS,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T10:03:57Z,False,5559,,,,[],[],not_operational,RS03INT1,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:56:09Z,False,5558,,,,[],[],not_operational,CE04OSPS,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-06T22:27:40Z,False,5561,,,,[],[],not_operational,RS03ECAL,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T13:45:29Z,False,5554,,,,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T10:01:55Z,False,5556,,,,[],[],not_operational,CE02SHBP,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:45:47Z,False,5565,,,,[],[],not_operational,RS03AXPS,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:51:09Z,False,5566,,,,[],[],not_operational,RS01SUM1,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:49:50Z,False,5555,,,,[],[],not_operational,RS01SLBS,m.vardaro@gmail.com,
"North and south lines powered down for DAS experiment, chiller pump replacement, and network switch replacement at shore station.",2024-05-06T08:16:48Z,2024-05-07T09:44:17Z,False,5564,,,,[],[],not_operational,RS03AXBS,m.vardaro@gmail.com,
Deployment 1: As of 2024-05-07 the OPTAA sampling frequency was changed from hourly to bi-hourly intervals. Telemetered data remains on a 6 hour schedule but has shifted by one hour.,2024-05-06T17:00:00Z,2025-04-03T05:10:00Z,False,5589,01-OPTAAD000,,RID27,[],[],,CP11SOSM,cdobson@whoi.edu,
Deployment 1: As of 2024-05-07 the OPTAA sampling frequency was changed from hourly to bi-hourly intervals. Telemetered data remains on a 6 hour schedule but has shifted by one hour.,2024-05-06T17:00:00Z,2025-04-05T04:52:00Z,False,5574,01-OPTAAD000,,RID27,[],[],,CP10CNSM,cdobson@whoi.edu,
Deployment 1: As of 2024-05-07 the OPTAA sampling frequency was changed from hourly to bi-hourly intervals. Telemetered data remains on a 6 hour schedule but has shifted by one hour.,2024-05-06T17:00:00Z,2025-04-05T04:52:00Z,False,5573,01-OPTAAD000,,MFD37,[],[],,CP10CNSM,cdobson@whoi.edu,
Deployment 1: As of 2024-05-07 the OPTAA sampling frequency was changed from hourly to bi-hourly intervals. Telemetered data remains on a 6 hour schedule but has shifted by one hour.,2024-05-06T17:00:00Z,2025-04-03T05:10:00Z,False,5588,01-OPTAAD000,,MFD37,[],[],,CP11SOSM,cdobson@whoi.edu,
Deployment 1:  As of 2024-05-07 the sampling frequency was changed from every 3 hours to every 4 hours.,2024-05-06T17:00:00Z,2024-11-25T16:00:00Z,False,5577,07-PLIMSA000,,RID27,[],[],,CP10CNSM,cdobson@whoi.edu,
Deployment 1: DCL37 power was temporarily disabled throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-07 to 2024-05-23 2024-06-10 to 2024-07-15 2024-08-06 to 2024-09-09 2024-09-18 to 2024-10-17 2024-11-05 to 2024-11-30 and 2024-12-25 to 2025-01-10.,2024-05-07T06:00:00Z,2025-01-10T04:00:00Z,False,5604,,,MFD37,[],[],not_available,CP10CNSM,cdobson@whoi.edu,
Deployment 1: DCL36 power was temporarily disabled throughout this deployment due to the buoy's low power state. No telemetered data is expected for these periods without power. Instruments that do not collect data on battery power will have gaps in their recovered data for these times. Known down-times include 2024-05-07 to 2024-05-23 2024-06-10 to 2024-07-15 2024-08-06 to 2024-09-09 2024-09-18 to 2024-10-17 2024-11-05 to 2024-11-30 and 2024-12-25 to 2025-01-10.,2024-05-07T06:00:00Z,2025-01-10T04:00:00Z,False,5603,,,MFD36,[],[],not_available,CP10CNSM,cdobson@whoi.edu,
"The node was powered up after maintenance downtime, but several instrument ports were not responding to pings. A power cycle of the science pod resolved the issue.",2024-05-07T09:45:47Z,2024-05-08T11:11:02Z,False,5590,,,SF03A,[],[],not_operational,RS03AXPS,m.vardaro@gmail.com,
The profiler was docked in preparation for the planned outage of the Cabled Array for repairs and the DAS experiment. Profiling resumed following power-on and testing.,2024-05-07T09:45:47Z,2024-05-09T17:06:08Z,False,5607,,,SF03A,[],[],,RS03AXPS,m.vardaro@gmail.com,
The profiler was docked in preparation for the planned outage of the Cabled Array for repairs and the DAS experiment. Profiling resumed following power-on and testing.,2024-05-07T09:56:09Z,2024-05-16T13:04:00Z,False,5606,,,SF01B,[],[],,CE04OSPS,m.vardaro@gmail.com,
Camera throws CAMERA_3 error when collecting images. Reboots required to eliminate errors.,2024-05-07T09:56:09Z,2024-05-28T11:45:28Z,False,5626,07-CAMDSC102,,PC01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"EDIT: Powering on PC01A following the DAS experiment triggered a current imbalance and eventually an overcurrent that shut down the port, as well as a temporary loopback error in the EMS. The port has now been powered back on, but the current imbalance remains; investigation continues. Profiling remains disabled and certain profiling instruments were changed to a one-hour sampling mode.",2024-05-07T13:45:29Z,2024-05-24T09:26:16Z,False,5568,,,,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"Reported absorbance and attenuation values are outside of reasonable limits (large, negative values). Additionally, the internal temperature sensor is reporting temperatures ~5 degrees warmer than in situ temperatures.",2024-05-10T05:25:00Z,2024-06-01T07:35:00Z,False,5597,01-OPTAAD000,,MFD37,[],[],fail,CE06ISSM,wingardc@oregonstate.edu,
A temporary distortion of the Earth’s magnetic field following a severe solar storm created compass data fluctuations between 10-12 May 2024.,2024-05-10T09:00:00Z,2024-05-11T17:00:00Z,False,5620,05-ADCPTB104,,LJ01D,[],[],suspect,CE02SHBP,m.vardaro@gmail.com,
A temporary distortion of the Earth’s magnetic field following a severe solar storm created compass data fluctuations between 10-12 May 2024.,2024-05-10T09:00:00Z,2024-05-11T17:00:00Z,False,5623,12-ADCPSK101,,MJ01B,[],[],suspect,RS01SUM2,m.vardaro@gmail.com,
A temporary distortion of the Earth’s magnetic field following a severe solar storm created compass data fluctuations between 10-12 May 2024.,2024-05-10T09:00:00Z,2024-05-11T17:00:00Z,False,5621,05-ADCPSI103,,LJ01C,[],[],suspect,CE04OSBP,m.vardaro@gmail.com,
A temporary distortion of the Earth’s magnetic field following a severe solar storm created compass data fluctuations between 10-12 May 2024.,2024-05-10T09:00:00Z,2024-05-11T17:00:00Z,False,5624,10-ADCPTE303,,LJ03A,[],[],suspect,RS03AXBS,m.vardaro@gmail.com,
A temporary distortion of the Earth’s magnetic field following a severe solar storm created compass data fluctuations between 10-12 May 2024.,2024-05-10T09:00:00Z,2024-05-11T17:00:00Z,False,5622,10-ADCPTE101,,LJ01A,[],[],suspect,RS01SLBS,m.vardaro@gmail.com,
BOTPT was not sending data and unresponsive to pings. Okay after power cycle.,2024-05-14T15:52:56Z,2024-05-16T09:08:57Z,False,5605,06-BOTPTA303,,MJ03D,[],[],not_operational,RS03INT2,m.vardaro@gmail.com,
BOTPT was not sending data and unresponsive to pings. Okay after power cycle.,2024-05-17T13:14:15Z,2024-05-20T09:32:02Z,False,5617,06-BOTPTA303,,MJ03D,[],[],not_operational,RS03INT2,m.vardaro@gmail.com,
N mass position was out of alignment - used DEPLOY command in FORTH terminal to re-level.,2024-05-20T12:00:00Z,2024-05-20T12:00:00Z,False,5618,06-OBSBBA301,,MJ03F,[],[],,RS03CCAL,m.vardaro@gmail.com,
E mass position was out of alignment - used DEPLOY command in FORTH terminal to re-level and also re-synced digitizer clock.,2024-05-20T12:08:00Z,2024-05-20T12:08:00Z,False,5619,05-OBSBBA101,,LJ01B,[],[],,RS01SUM1,m.vardaro@gmail.com,
Deployment 2: This glider was deployed with a slightly modified optode to improve calibration by exposing it to air. The optode mount was moved to a spot slightly forward of the glider's fin and oriented so that the optode would be above the waterline when the glider was at the surface. The optode is powered and logging during the air surface intervals before starting a dive.,2024-05-23T06:32:00Z,2024-06-09T07:27:00Z,False,5782,04-DOSTAM000,,GL379,[],[],,CP15MOAS,cdobson@whoi.edu,
Deployment 2: This glider was deployed with a slightly modified optode to improve calibration by exposing it to air. The optode mount was moved to a spot slightly forward of the glider's fin and oriented so that the optode would be above the waterline when the glider was at the surface. The optode is powered and logging during the air surface intervals before starting a dive.,2024-05-23T08:08:00Z,2024-06-16T11:42:00Z,False,5780,04-DOSTAM000,,GL387,[],[],,CP15MOAS,cdobson@whoi.edu,
"PC01A has now been powered back on after an overcurrent event following the DAS experiment triggered a shutdown of the port. A current imbalance remains, so profiling remains disabled and certain profiling instruments have been changed to a one-hour sampling mode. Investigation continues.",2024-05-24T09:26:16Z,2024-08-08T23:35:00Z,False,5625,,,,[],[],,RS01SBPS,m.vardaro@gmail.com,
"Implemented reduced operating schedules for the NSIF instruements due to limited battery power. With light winds and foggy conditions, the battery recharging cannot keep up with usage. ",2024-05-28T09:00:00Z,2024-06-03T07:35:00Z,False,5649,,,RID27,[],[],,CE02SHSM,wingardc@oregonstate.edu,
"Implemented reduced operating schedules for the NSIF instruements due to limited battery power. With light winds and foggy conditions, the battery recharging cannot keep up with usage. ",2024-05-28T09:00:00Z,2024-06-03T07:35:00Z,False,5648,,,RID26,[],[],,CE02SHSM,wingardc@oregonstate.edu,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T10:16:52Z,False,5637,,,,[],[],not_operational,RS03AXBS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T09:36:37Z,False,5628,,,,[],[],not_operational,RS01SLBS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T09:58:46Z,False,5629,,,,[],[],not_operational,CE02SHBP,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T09:44:46Z,False,5627,,,,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:33:17Z,False,5634,,,,[],[],not_operational,RS03ECAL,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T10:09:08Z,False,5638,,,,[],[],not_operational,RS03AXPS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T10:01:40Z,False,5630,,,,[],[],not_operational,CE04OSBP,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:35:52Z,False,5633,,,,[],[],not_operational,RS03INT2,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T09:48:57Z,False,5639,,,,[],[],not_operational,RS01SUM1,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:31:06Z,False,5636,,,,[],[],not_operational,RS03ASHS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:37:55Z,False,5640,,,,[],[],not_operational,RS01SUM2,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:32:18Z,False,5632,,,,[],[],not_operational,RS03INT1,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T09:57:54Z,False,5631,,,,[],[],not_operational,CE04OSPS,m.vardaro@gmail.com,
A problem occurred during a routine switch from chiller #1 to #2 that resulted in power dropping to both lines.,2024-05-29T06:33:45Z,2024-05-30T08:35:07Z,False,5635,,,,[],[],not_operational,RS03CCAL,m.vardaro@gmail.com,
Deployment 10: Recovered data is only available through 2024-05-30 due to depleted batteries.  Telemetered data stoped 2024-04-15.,2024-05-29T17:00:00Z,2024-06-16T03:04:00Z,False,5747,02-DOSTAD033,,RII11,[],[],,GI01SUMO,cdobson@whoi.edu,
Deployment 10: Recovered data is only available through 2024-05-30 due to depleted batteries.  Telemetered data stoped 2024-04-15.,2024-05-29T17:00:00Z,2024-06-16T03:04:00Z,False,5746,02-CTDBPP033,,RII11,[],[],,GI01SUMO,cdobson@whoi.edu,
"OBS instrument not sending data after power up. Web interface indicates ADC/DSP data validation errors and errors related to internal data handling. Tried to reboot without power cycle first, but no change. Seems back to normal after power cycle.",2024-05-30T08:33:17Z,2024-05-31T10:30:00Z,False,5655,09-OBSBBA302,,MJ03E,[],[],not_operational,RS03ECAL,m.vardaro@gmail.com,
"Instrument was not sending data after power up. The connected OBS was in an error state and returned to normal after power cycle, but the hydrophone was not responding.",2024-05-30T08:33:17Z,2024-06-09T13:14:35Z,False,5657,09-HYDLFA304,,MJ03E,[],[],not_operational,RS03ECAL,m.vardaro@gmail.com,
Instrument was not powered up following chiller issue due to profilers being docked and mission execution paused until sampling configuration could be changed.,2024-05-30T09:44:46Z,2024-06-13T09:57:00Z,False,5662,4A-NUTNRA101,,SF01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"Instrument has experienced an internal failure, cause unknown. Data is marked as fail and should not be used.",2024-06-01T07:35:00Z,2024-10-07T10:45:00Z,False,5652,01-OPTAAD000,,MFD37,[],[],fail,CE06ISSM,wingardc@oregonstate.edu,
